,Id,Check_5,Check_3,Burnout_exh_1,Burnout_exh_2,Burnout_exh_3,Burnout_exh_4,Burnout_exh_5,Burnout_cyn_1,Burnout_cyn_2,Burnout_cyn_3,Burnout_cyn_4,Burnout_cyn_5,Burnout_eff_1,Burnout_eff_2,Burnout_eff_3,Burnout_eff_4,Burnout_eff_5,Burnout_eff_6,Burnout_eff_MEAN,Burnout_eff_1_REV,Burnout_eff_2_REV,Burnout_eff_3_REV,Burnout_eff_4_REV,Burnout_eff_5_REV,Burnout_eff_6_REV,Burnout_exh_MEAN,Burnout_cyn_MEAN,Burnout_ineff_MEAN,Work_overload,Safe_work_env,Safe_work_env_REV,Relation_supervisor_1,Relation_supervisor_2,Relation_supervisor_3,Relation_supervisor_4,Relation_supervisor_5,Relation_supervisor_6,Relation_supervisor_7,Relation_supervisor_8,Relation_supervisor_9,Relation_supervisor_10,Relation_supervisor_11,Relation_supervisor_MEAN,Relation_co_workers_IOS,Obj_supervisor_1,Obj_supervisor_2,Obj_supervisor_3,Obj_supervisor_4,Obj_supervisor_5,Obj_supervisor_6,Obj_supervisor_7,Obj_supervisor_8,Obj_supervisor_9,Obj_supervisor_7_REV,Obj_supervisor_8_REV,Obj_supervisor_9_REV,Obj_supervisor_MEAN,Obj_customer_1,Obj_customer_2,Obj_customer_3,Obj_customer_4,Obj_customer_5,Obj_customer_6,Obj_customer_7,Obj_customer_6_REV,Obj_customer_7_REV,Obj_costumer_MEAN,Bio_customer_1,Bio_customer_2,Bio_customer_3,Bio_customer_4,Bio_customer_5,Bio_customer_6,Bio_customer_7,Bio_customer_8,Bio_customer_7_REV,Bio_customer_8_REV,Bio_costumer_MEAN,Self_obj_object,Self_obj_thing,Self_obj_tool,Self_obj_number,Self_obj_machine,Self_obj_instrument,Self_obj_MEAN,Self_bio_virus,Self_bio_contagion,Self_bio_disease,Self_bio_infection,Self_bio_epidemic,Self_bio_MEAN,Sex,Age,Nationality,CLU4_1,QCL_4cl,filter_$
118,119.0,5.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,7.0,5.0,5.0,5.0,6.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,6.2,2.0,91.0,10.0,90.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,2.090909090909091,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,5.0,7.0,7.0,3.0,6.555555555555555,1.0,1.0,2.0,2.0,2.0,7.0,7.0,1.0,1.0,1.4285714285714286,1.0,2.0,1.0,1.0,1.0,2.0,4.0,6.0,4.0,2.0,1.75,6.0,5.0,5.0,5.0,5.0,5.0,5.166666666666667,5.0,7.0,7.0,7.0,7.0,6.6,Female,43.0,Italiana,2.0,2.0,Selected
119,120.0,5.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,6.0,4.0,4.0,7.0,5.0,1.0,5.0,5.0,4.5,4.0,1.0,3.0,7.0,3.0,3.0,7.0,5.6,3.5,89.0,25.0,75.0,7.0,1.0,1.0,7.0,1.0,7.0,1.0,7.0,1.0,1.0,7.0,3.727272727272727,1.0,1.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,7.0,7.0,7.0,6.333333333333333,7.0,7.0,7.0,7.0,7.0,4.0,1.0,4.0,7.0,6.571428571428571,7.0,5.0,1.0,7.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.666666666666667,6.0,6.0,6.0,6.0,6.0,6.0,Female,43.0,Italiana,2.0,2.0,Selected
120,121.0,5.0,3.0,3.0,7.0,7.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,6.0,7.0,7.0,1.0,6.0,2.0,4.833333333333333,2.0,1.0,1.0,7.0,2.0,6.0,4.2,2.6,3.1666666666666665,90.0,40.0,60.0,6.0,7.0,4.0,6.0,4.0,5.0,7.0,2.0,1.0,7.0,2.0,4.636363636363637,2.0,5.0,4.0,7.0,5.0,6.0,5.0,6.0,5.0,7.0,2.0,3.0,1.0,4.222222222222222,3.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,3.0,4.0,2.125,5.0,6.0,6.0,6.0,5.0,5.0,5.5,6.0,6.0,6.0,6.0,6.0,6.0,Female,45.0,Italiana,1.0,3.0,Selected
121,122.0,4.0,3.0,7.0,7.0,6.0,6.0,5.0,4.0,4.0,6.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,5.166666666666667,3.0,3.0,2.0,3.0,3.0,3.0,6.2,5.0,2.8333333333333335,70.0,70.0,30.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,5.0,4.909090909090909,2.0,6.0,3.0,4.0,2.0,4.0,5.0,5.0,2.0,5.0,3.0,6.0,3.0,4.0,2.0,3.0,2.0,2.0,1.0,6.0,5.0,2.0,3.0,2.142857142857143,2.0,3.0,1.0,2.0,2.0,2.0,7.0,5.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,6.0,3.0,2.5,2.0,2.0,2.0,2.0,4.0,2.4,Male,25.0,Italiano,,,Not Selected
122,123.0,5.0,3.0,4.0,6.0,5.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,4.2,3.8,2.0,100.0,20.0,80.0,5.0,5.0,4.0,6.0,5.0,6.0,6.0,4.0,5.0,6.0,5.0,5.181818181818182,6.0,5.0,6.0,4.0,6.0,5.0,6.0,3.0,5.0,4.0,5.0,3.0,4.0,4.888888888888889,2.0,4.0,2.0,3.0,2.0,6.0,5.0,2.0,3.0,2.5714285714285716,6.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,4.625,3.0,3.0,2.0,4.0,2.0,3.0,2.8333333333333335,4.0,4.0,2.0,2.0,2.0,2.8,Female,34.0,Italiana,1.0,3.0,Selected
123,124.0,5.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,5.0,7.0,1.0,7.0,7.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,7.0,7.0,7.0,7.0,5.4,5.0,100.0,37.0,63.0,1.0,1.0,5.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.9090909090909092,7.0,7.0,7.0,4.0,7.0,7.0,7.0,1.0,1.0,1.0,7.0,7.0,7.0,6.666666666666667,7.0,7.0,7.0,7.0,7.0,1.0,1.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,1.0,1.0,7.0,7.0,6.75,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,1.0,1.0,1.0,2.2,Female,57.0,Italiana,2.0,2.0,Selected
124,125.0,5.0,3.0,2.0,6.0,4.0,5.0,5.0,1.0,3.0,4.0,1.0,3.0,6.0,6.0,7.0,6.0,4.0,5.0,5.666666666666667,2.0,2.0,1.0,2.0,4.0,3.0,4.4,2.4,2.3333333333333335,19.0,49.0,51.0,4.0,5.0,5.0,4.0,4.0,4.0,6.0,6.0,5.0,5.0,3.0,4.636363636363637,6.0,3.0,4.0,1.0,2.0,3.0,4.0,5.0,4.0,7.0,3.0,4.0,1.0,2.7777777777777777,4.0,5.0,4.0,4.0,1.0,6.0,4.0,2.0,4.0,3.4285714285714284,3.0,3.0,3.0,3.0,7.0,3.0,5.0,4.0,3.0,4.0,3.625,1.0,1.0,1.0,6.0,1.0,5.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,Female,30.0,Italiana,1.0,1.0,Selected
125,126.0,5.0,3.0,6.0,7.0,6.0,4.0,5.0,1.0,4.0,7.0,2.0,2.0,5.0,6.0,7.0,5.0,7.0,6.0,6.0,3.0,2.0,1.0,3.0,1.0,2.0,5.6,3.2,2.0,85.0,76.0,24.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.6363636363636362,5.0,3.0,4.0,3.0,5.0,3.0,7.0,1.0,1.0,4.0,7.0,7.0,4.0,4.777777777777778,6.0,7.0,6.0,7.0,4.0,2.0,6.0,6.0,2.0,5.428571428571429,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,6.0,5.0,2.625,5.0,4.0,4.0,4.0,4.0,4.0,4.166666666666667,1.0,1.0,1.0,1.0,1.0,1.0,Female,29.0,Italiana,1.0,1.0,Selected
126,127.0,5.0,3.0,1.0,6.0,2.0,2.0,1.0,1.0,1.0,6.0,2.0,2.0,6.0,6.0,7.0,6.0,6.0,6.0,6.166666666666667,2.0,2.0,1.0,2.0,2.0,2.0,2.4,2.4,1.8333333333333333,83.0,36.0,64.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,5.0,7.0,6.0,6.2727272727272725,2.0,3.0,4.0,2.0,5.0,3.0,3.0,6.0,2.0,7.0,2.0,6.0,1.0,3.2222222222222223,5.0,2.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.142857142857143,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,2.0,2.0,2.0,5.0,6.0,5.0,5.0,6.0,5.0,5.333333333333333,4.0,4.0,4.0,4.0,4.0,4.0,Female,48.0,Italia,4.0,4.0,Selected
127,128.0,5.0,3.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,6.0,6.0,2.0,6.0,5.0,5.0,3.0,2.0,2.0,6.0,2.0,3.0,3.0,1.8,3.0,15.0,36.0,64.0,6.0,6.0,6.0,6.0,3.0,3.0,6.0,4.0,6.0,6.0,4.0,5.090909090909091,6.0,3.0,4.0,5.0,1.0,1.0,4.0,7.0,1.0,7.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,3.0,1.0,3.0,5.0,5.0,3.0,2.5714285714285716,3.0,4.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,3.125,1.0,6.0,1.0,7.0,4.0,4.0,3.8333333333333335,1.0,1.0,1.0,1.0,1.0,1.0,Female,28.0,Italia,4.0,4.0,Selected
128,129.0,5.0,3.0,6.0,5.0,5.0,3.0,7.0,3.0,7.0,5.0,1.0,2.0,7.0,7.0,7.0,1.0,7.0,7.0,6.0,1.0,1.0,1.0,7.0,1.0,1.0,5.2,3.6,2.0,88.0,23.0,77.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.363636363636363,6.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,6.0,1.0,7.0,2.0,7.0,6.444444444444445,3.0,7.0,7.0,7.0,3.0,6.0,5.0,2.0,3.0,4.571428571428571,7.0,7.0,7.0,1.0,1.0,5.0,1.0,3.0,7.0,5.0,5.0,7.0,5.0,3.0,7.0,7.0,7.0,6.0,1.0,7.0,4.0,1.0,1.0,2.8,Female,33.0,Italiana,1.0,1.0,Selected
129,130.0,5.0,3.0,2.0,4.0,6.0,2.0,2.0,6.0,6.0,6.0,1.0,2.0,6.0,7.0,6.0,6.0,7.0,6.0,6.333333333333333,2.0,1.0,2.0,2.0,1.0,2.0,3.2,4.2,1.6666666666666667,80.0,25.0,75.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1818181818181819,5.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,2.0,7.0,7.0,6.0,6.888888888888889,4.0,7.0,6.0,7.0,6.0,2.0,3.0,6.0,5.0,5.857142857142857,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,4.0,6.0,2.625,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,Female,43.0,Italiana,3.0,3.0,Selected
130,131.0,5.0,3.0,7.0,6.0,1.0,7.0,5.0,2.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,3.0,5.0,4.0,5.0,2.0,2.0,2.0,5.0,3.0,4.0,5.2,4.6,3.0,20.0,40.0,60.0,5.0,5.0,5.0,6.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,4.636363636363637,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,6.0,5.0,3.0,2.0,1.7777777777777777,4.0,5.0,6.0,6.0,5.0,4.0,4.0,4.0,4.0,4.857142857142857,6.0,7.0,6.0,6.0,6.0,6.0,3.0,1.0,5.0,7.0,6.125,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,4.0,2.0,Male,25.0,Italiana,2.0,2.0,Selected
131,132.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,7.0,7.0,7.0,3.0,7.0,6.0,6.166666666666667,1.0,1.0,1.0,5.0,1.0,2.0,5.8,4.8,1.8333333333333333,90.0,50.0,50.0,5.0,5.0,2.0,3.0,1.0,2.0,5.0,1.0,2.0,5.0,3.0,3.090909090909091,5.0,7.0,7.0,7.0,6.0,7.0,7.0,2.0,1.0,5.0,6.0,7.0,3.0,6.333333333333333,7.0,7.0,7.0,7.0,7.0,3.0,5.0,5.0,3.0,6.142857142857143,4.0,5.0,6.0,6.0,6.0,4.0,5.0,5.0,3.0,3.0,4.625,6.0,6.0,6.0,7.0,7.0,7.0,6.5,6.0,6.0,6.0,6.0,5.0,5.8,Female,39.0,Italiana,,,Not Selected
132,133.0,5.0,3.0,4.0,4.0,6.0,1.0,1.0,1.0,6.0,7.0,1.0,1.0,3.0,5.0,7.0,2.0,7.0,5.0,4.833333333333333,5.0,3.0,1.0,6.0,1.0,3.0,3.2,3.2,3.1666666666666665,70.0,50.0,50.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,4.0,4.0,7.0,6.0,6.181818181818182,6.0,4.0,2.0,6.0,5.0,4.0,4.0,1.0,1.0,3.0,7.0,7.0,5.0,4.888888888888889,6.0,6.0,7.0,7.0,7.0,3.0,4.0,5.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,6.0,2.0,5.0,1.0,6.0,6.0,7.0,7.0,5.333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,Male,28.0,Italiana,3.0,3.0,Selected
133,134.0,5.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,7.0,3.0,3.0,5.0,6.0,6.0,3.0,4.0,5.0,4.833333333333333,3.0,2.0,2.0,5.0,4.0,3.0,3.8,4.4,3.1666666666666665,90.0,20.0,80.0,3.0,3.0,5.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,3.1818181818181817,1.0,4.0,5.0,5.0,4.0,6.0,6.0,3.0,3.0,4.0,5.0,5.0,4.0,4.888888888888889,6.0,6.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.428571428571429,4.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,5.0,4.0,3.25,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,Female,37.0,Italiana,3.0,3.0,Selected
134,135.0,5.0,3.0,4.0,7.0,6.0,6.0,4.0,4.0,4.0,7.0,4.0,2.0,6.0,7.0,7.0,2.0,1.0,5.0,4.666666666666667,2.0,1.0,1.0,6.0,7.0,3.0,5.4,4.2,3.3333333333333335,81.0,21.0,79.0,3.0,2.0,2.0,2.0,3.0,3.0,5.0,1.0,1.0,5.0,3.0,2.727272727272727,6.0,6.0,5.0,3.0,7.0,7.0,7.0,2.0,7.0,3.0,6.0,1.0,5.0,5.222222222222222,3.0,5.0,1.0,2.0,3.0,3.0,4.0,5.0,4.0,3.2857142857142856,5.0,1.0,3.0,2.0,3.0,1.0,7.0,1.0,1.0,7.0,2.875,5.0,3.0,1.0,7.0,1.0,6.0,3.8333333333333335,3.0,3.0,1.0,3.0,3.0,2.6,Female,46.0,Italiana,2.0,2.0,Selected
135,136.0,5.0,3.0,6.0,6.0,4.0,1.0,5.0,6.0,4.0,7.0,5.0,2.0,6.0,5.0,6.0,4.0,4.0,6.0,5.166666666666667,2.0,3.0,2.0,4.0,4.0,2.0,4.4,4.8,2.8333333333333335,100.0,20.0,80.0,6.0,5.0,6.0,6.0,4.0,5.0,5.0,6.0,6.0,5.0,4.0,5.2727272727272725,5.0,3.0,6.0,2.0,3.0,4.0,6.0,6.0,5.0,7.0,2.0,3.0,1.0,3.3333333333333335,7.0,7.0,7.0,7.0,7.0,2.0,3.0,6.0,5.0,6.571428571428571,6.0,5.0,7.0,5.0,4.0,5.0,2.0,4.0,6.0,4.0,5.25,5.0,6.0,6.0,5.0,6.0,5.0,5.5,5.0,5.0,5.0,6.0,4.0,5.0,Female,30.0,Italia,2.0,3.0,Selected
136,137.0,5.0,3.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,4.333333333333333,2.0,4.0,4.0,4.0,4.0,4.0,6.0,5.2,3.6666666666666665,80.0,22.0,78.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.6363636363636365,5.0,7.0,7.0,7.0,7.0,7.0,5.0,1.0,1.0,2.0,7.0,7.0,6.0,6.666666666666667,6.0,5.0,5.0,6.0,5.0,5.0,5.0,3.0,3.0,4.714285714285714,2.0,2.0,2.0,5.0,6.0,2.0,1.0,3.0,7.0,5.0,3.875,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,Female,45.0,Italiano,2.0,2.0,Selected
137,138.0,5.0,3.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,7.0,3.0,3.0,6.0,5.0,3.0,1.0,5.0,6.0,4.333333333333333,2.0,3.0,5.0,7.0,3.0,2.0,7.0,3.8,3.6666666666666665,90.0,50.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,7.0,7.0,7.0,2.0,7.0,1.0,7.0,1.0,7.0,1.0,7.0,5.777777777777778,7.0,5.0,5.0,7.0,5.0,1.0,5.0,7.0,3.0,5.571428571428571,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,6.0,4.0,4.125,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Male,39.0,Italiana,2.0,2.0,Selected
138,139.0,5.0,3.0,6.0,6.0,3.0,3.0,3.0,3.0,4.0,6.0,4.0,3.0,6.0,7.0,4.0,2.0,2.0,5.0,4.333333333333333,2.0,1.0,4.0,6.0,6.0,3.0,4.2,4.0,3.6666666666666665,50.0,35.0,65.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,3.1818181818181817,4.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,6.0,6.0,4.0,3.4444444444444446,2.0,1.0,1.0,3.0,1.0,6.0,5.0,2.0,3.0,1.8571428571428572,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,3.0,1.5,3.0,1.0,1.0,5.0,1.0,3.0,2.3333333333333335,1.0,1.0,1.0,1.0,1.0,1.0,Female,46.0,Italiana,3.0,3.0,Selected
139,140.0,5.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,6.0,5.0,6.0,4.0,5.0,5.0,5.166666666666667,2.0,3.0,2.0,4.0,3.0,3.0,2.8,2.6,2.8333333333333335,25.0,77.0,23.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,4.0,5.545454545454546,6.0,5.0,2.0,2.0,1.0,3.0,2.0,4.0,4.0,6.0,4.0,4.0,2.0,2.7777777777777777,4.0,3.0,2.0,2.0,2.0,6.0,6.0,2.0,2.0,2.4285714285714284,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,3.0,2.375,2.0,2.0,1.0,4.0,2.0,4.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,Female,45.0,Italiana,3.0,4.0,Selected
140,141.0,5.0,3.0,4.0,7.0,7.0,7.0,7.0,1.0,3.0,5.0,1.0,1.0,4.0,7.0,6.0,1.0,7.0,4.0,4.833333333333333,4.0,1.0,2.0,7.0,1.0,4.0,6.4,2.2,3.1666666666666665,79.0,30.0,70.0,2.0,4.0,4.0,1.0,5.0,5.0,4.0,4.0,1.0,4.0,1.0,3.1818181818181817,3.0,4.0,3.0,3.0,4.0,6.0,6.0,4.0,1.0,4.0,4.0,7.0,4.0,4.555555555555555,7.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,4.0,6.142857142857143,5.0,7.0,6.0,4.0,7.0,4.0,3.0,4.0,5.0,4.0,5.25,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,Female,44.0,Italiana,1.0,1.0,Selected
141,142.0,5.0,3.0,7.0,7.0,7.0,7.0,7.0,1.0,5.0,7.0,5.0,5.0,5.0,5.0,6.0,1.0,4.0,6.0,4.5,3.0,3.0,2.0,7.0,4.0,2.0,7.0,4.6,3.5,80.0,20.0,80.0,1.0,2.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,4.0,1.0,3.3636363636363638,7.0,5.0,7.0,6.0,5.0,7.0,7.0,5.0,1.0,5.0,3.0,7.0,3.0,5.555555555555555,1.0,1.0,1.0,1.0,1.0,5.0,6.0,3.0,2.0,1.4285714285714286,1.0,1.0,1.0,4.0,1.0,4.0,4.0,6.0,4.0,2.0,2.25,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,Female,40.0,Italiana,2.0,2.0,Selected
142,143.0,5.0,3.0,6.0,7.0,6.0,6.0,6.0,2.0,3.0,6.0,3.0,4.0,7.0,7.0,7.0,4.0,7.0,6.0,6.333333333333333,1.0,1.0,1.0,4.0,1.0,2.0,6.2,3.6,1.6666666666666667,70.0,1.0,99.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.6363636363636365,7.0,7.0,7.0,7.0,6.0,6.0,6.0,2.0,4.0,5.0,6.0,4.0,3.0,5.777777777777778,5.0,5.0,6.0,6.0,4.0,3.0,4.0,5.0,4.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,6.0,6.0,3.125,4.0,4.0,4.0,7.0,7.0,7.0,5.5,1.0,4.0,1.0,1.0,1.0,1.6,Female,44.0,Italiana,2.0,1.0,Selected
143,144.0,5.0,3.0,5.0,6.0,5.0,5.0,4.0,4.0,2.0,4.0,4.0,2.0,5.0,6.0,5.0,2.0,2.0,3.0,3.8333333333333335,3.0,2.0,3.0,6.0,6.0,5.0,5.0,3.2,4.166666666666667,80.0,30.0,70.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.1818181818181817,5.0,5.0,4.0,5.0,4.0,5.0,4.0,2.0,2.0,2.0,6.0,6.0,6.0,5.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,5.0,5.0,6.428571428571429,3.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,7.0,6.0,3.875,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,Female,30.0,Italiana,3.0,3.0,Selected
144,145.0,5.0,3.0,5.0,2.0,1.0,4.0,5.0,1.0,4.0,5.0,2.0,2.0,5.0,6.0,7.0,3.0,7.0,5.0,5.5,3.0,2.0,1.0,5.0,1.0,3.0,3.4,2.8,2.5,78.0,39.0,61.0,1.0,1.0,3.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,2.0,7.0,1.0,6.0,6.222222222222222,7.0,7.0,5.0,4.0,5.0,2.0,3.0,6.0,5.0,5.571428571428571,2.0,2.0,1.0,1.0,4.0,1.0,1.0,3.0,7.0,5.0,2.875,6.0,6.0,3.0,7.0,7.0,6.0,5.833333333333333,7.0,7.0,7.0,1.0,7.0,5.8,Female,30.0,Italiana,3.0,4.0,Selected
145,146.0,5.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,1.0,1.0,3.0,1.0,4.0,6.0,1.0,1.0,1.0,4.0,2.8333333333333335,4.0,2.0,7.0,7.0,7.0,4.0,3.2,1.6,5.166666666666667,83.0,61.0,39.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.6363636363636365,4.0,7.0,7.0,7.0,7.0,1.0,7.0,1.0,7.0,5.0,7.0,1.0,3.0,5.222222222222222,1.0,1.0,1.0,1.0,1.0,1.0,6.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,5.0,1.875,1.0,1.0,1.0,3.0,1.0,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,Female,36.0,Italiana,4.0,4.0,Selected
146,147.0,5.0,3.0,7.0,5.0,1.0,2.0,7.0,7.0,7.0,6.0,7.0,6.0,4.0,7.0,7.0,7.0,7.0,7.0,6.5,4.0,1.0,1.0,1.0,1.0,1.0,4.4,6.6,1.5,30.0,4.0,96.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,4.0,1.0,1.9090909090909092,2.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,3.0,7.0,7.0,5.0,6.777777777777778,7.0,5.0,5.0,7.0,5.0,5.0,5.0,3.0,3.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,1.0,3.0,5.75,5.0,3.0,4.0,7.0,4.0,6.0,4.833333333333333,7.0,7.0,6.0,7.0,7.0,6.8,Male,36.0,Ita,2.0,2.0,Selected
147,148.0,5.0,3.0,5.0,4.0,4.0,4.0,6.0,4.0,6.0,4.0,2.0,2.0,5.0,6.0,5.0,2.0,5.0,5.0,4.666666666666667,3.0,2.0,3.0,6.0,3.0,3.0,4.6,3.6,3.3333333333333335,50.0,50.0,50.0,1.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0,2.090909090909091,3.0,5.0,6.0,2.0,5.0,5.0,6.0,1.0,4.0,4.0,7.0,4.0,4.0,4.888888888888889,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,2.0,1.0,2.0,2.0,5.0,6.0,3.0,2.0,2.5,6.0,5.0,2.0,5.0,3.0,6.0,4.5,1.0,1.0,1.0,1.0,2.0,1.2,Male,40.0,Italiana,3.0,3.0,Selected
148,149.0,5.0,3.0,4.0,6.0,4.0,3.0,4.0,7.0,7.0,7.0,3.0,3.0,6.0,7.0,4.0,2.0,6.0,4.0,4.833333333333333,2.0,1.0,4.0,6.0,2.0,4.0,4.2,5.4,3.1666666666666665,80.0,49.0,51.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,3.0,2.0,2.0,3.0,3.0,6.0,5.0,2.0,3.0,2.5714285714285716,4.0,4.0,4.0,1.0,3.0,4.0,6.0,6.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,2.2,Female,40.0,Italiana,3.0,3.0,Selected
